,0
946,sd_sent_Ease_of_change
947,sd_sent_Ease_of_charging
948,sd_sent_Ease_of_cleaning
949,sd_sent_Ease_of_configuration
950,sd_sent_Ease_of_connection
951,sd_sent_Ease_of_connectivity
952,sd_sent_Ease_of_customization
953,sd_sent_Ease_of_detachment
954,sd_sent_Ease_of_fastening
955,sd_sent_Ease_of_finding
956,sd_sent_Ease_of_finding_remote
957,sd_sent_Ease_of_grip
958,sd_sent_Ease_of_handling
959,sd_sent_Ease_of_hanging
960,sd_sent_Ease_of_hold
961,sd_sent_Ease_of_holding
962,sd_sent_Ease_of_installation
963,sd_sent_Ease_of_modification
964,sd_sent_Ease_of_mounting
965,sd_sent_Ease_of_movement
966,sd_sent_Ease_of_opening
967,sd_sent_Ease_of_operation
968,sd_sent_Ease_of_pairing
969,sd_sent_Ease_of_photo_transfer
970,sd_sent_Ease_of_play
971,sd_sent_Ease_of_programing
972,sd_sent_Ease_of_putting_on
973,sd_sent_Ease_of_reading
974,sd_sent_Ease_of_reattachment
975,sd_sent_Ease_of_recording
976,sd_sent_Ease_of_release
977,sd_sent_Ease_of_removal
978,sd_sent_Ease_of_repair
979,sd_sent_Ease_of_replacement
980,sd_sent_Ease_of_setup
981,sd_sent_Ease_of_slippage
982,sd_sent_Ease_of_start
983,sd_sent_Ease_of_storage
984,sd_sent_Ease_of_switching
985,sd_sent_Ease_of_taking_pictures
986,sd_sent_Ease_of_tearing
987,sd_sent_Ease_of_tightening
988,sd_sent_Ease_of_transfer
989,sd_sent_Ease_of_transport
990,sd_sent_Ease_of_travel
991,sd_sent_Ease_of_typing
992,sd_sent_Ease_of_understanding
993,sd_sent_Ease_of_upgrade
994,sd_sent_Ease_of_use
995,sd_sent_Ease_of_wear
996,sd_sent_Echo_accuracy
997,sd_sent_Echo_control
998,sd_sent_Echo_cord
999,sd_sent_Echo_dot
1000,sd_sent_Echo_flex_functionality
1001,sd_sent_Echo_level
1002,sd_sent_Echo_quality
1003,sd_sent_Echo_show
1004,sd_sent_Edge_quality
1005,sd_sent_Education_level
1006,sd_sent_Education_value
1007,sd_sent_Educational_value
1008,sd_sent_Effectiveness
1009,sd_sent_Efficiency
1010,sd_sent_Elasticity
1011,sd_sent_Electrical_power
1012,sd_sent_Elegance
1013,sd_sent_Embroidery_quality
1014,sd_sent_Emotional_depth
1015,sd_sent_Encyclopedia_content
1016,sd_sent_Energy_efficiency
1017,sd_sent_Engraving_quality
1018,sd_sent_Enjoyment
1019,sd_sent_Enlightenedness
1020,sd_sent_Entertainment_value
1021,sd_sent_Enthralling
1022,sd_sent_Environment
1023,sd_sent_Eps_version
1024,sd_sent_Eraseability
1025,sd_sent_Eraser_quality
1026,sd_sent_Ereader_responsiveness
1027,sd_sent_Ereader_size
1028,sd_sent_Ergonomic
1029,sd_sent_Ergonomic_design
1030,sd_sent_Ergonomics
1031,sd_sent_Esthetic
1032,sd_sent_Exact_replacement
1033,sd_sent_Exercise_use
1034,sd_sent_Expectations
1035,sd_sent_Exploration
1036,sd_sent_Extending_ability
1037,sd_sent_Extension
1038,sd_sent_Extension_link
1039,sd_sent_Eye_catching
1040,sd_sent_Eye_protection
1041,sd_sent_Eye_tracking
1042,sd_sent_Fabric_cleanliness
1043,sd_sent_Fabric_feel
1044,sd_sent_Fabric_fraying
1045,sd_sent_Fabric_options
1046,sd_sent_Fabric_quality
1047,sd_sent_Fabric_texture
1048,sd_sent_Fabric_waterproof
1049,sd_sent_Face_tracking
1050,sd_sent_Fading
1051,sd_sent_Fall_detection
1052,sd_sent_Fall_off
1053,sd_sent_Fall_out
1054,sd_sent_Fallout
1055,sd_sent_False_alarms
1056,sd_sent_Family_friendly
1057,sd_sent_Family_value
1058,sd_sent_Fan_noise
1059,sd_sent_Fan_quality
1060,sd_sent_Fan_size
1061,sd_sent_Fan_speed
1062,sd_sent_Fandom
1063,sd_sent_Fast_charging
1064,sd_sent_Feature_rich
1065,sd_sent_Feature_set
1066,sd_sent_Features
1067,sd_sent_Feedback
1068,sd_sent_Feedback_rate
1069,sd_sent_Feel
1070,sd_sent_Fiber_content
1071,sd_sent_Field_of_view
1072,sd_sent_File_size
1073,sd_sent_Film_simulation
1074,sd_sent_Film_winding
1075,sd_sent_Filter_access
1076,sd_sent_Filter_capability
1077,sd_sent_Filter_quality
1078,sd_sent_Filter_variety
1079,sd_sent_Finger_feel
1080,sd_sent_Fingerprint_feature
1081,sd_sent_Fingerprint_reader
1082,sd_sent_Fingerprint_reader_quality
1083,sd_sent_Fingerprint_recognition
1084,sd_sent_Fingerprint_visibility
1085,sd_sent_Fit
1086,sd_sent_Fitbit_quality
1087,sd_sent_Fitness_level
1088,sd_sent_Fitness_tracker
1089,sd_sent_Fitness_tracking
1090,sd_sent_Fitness_watch
1091,sd_sent_Flair
1092,sd_sent_Flap_closure
1093,sd_sent_Flap_size
1094,sd_sent_Flap_thickness
1095,sd_sent_Flash_capability
1096,sd_sent_Flash_functionality
1097,sd_sent_Flash_life
1098,sd_sent_Flash_placement
1099,sd_sent_Flash_quality
1100,sd_sent_Flexibility
1101,sd_sent_Flickering
1102,sd_sent_Flight_simulator
1103,sd_sent_Flip_screen
1104,sd_sent_Fm_reception
1105,sd_sent_Foam_insert
1106,sd_sent_Foam_quality
1107,sd_sent_Focus
1108,sd_sent_Focus_accuracy
1109,sd_sent_Focus_capability
1110,sd_sent_Focus_issue
1111,sd_sent_Focus_speed
1112,sd_sent_Focusing_ability
1113,sd_sent_Foldability
1114,sd_sent_Folding_ability
1115,sd_sent_Follow_focus
1116,sd_sent_Font_clarity
1117,sd_sent_Font_quality
1118,sd_sent_Force_feedback
1119,sd_sent_Format_capability
1120,sd_sent_Format_speed
1121,sd_sent_Fraction_accuracy
1122,sd_sent_Frame_quality
1123,sd_sent_Frame_rate
1124,sd_sent_Freeze_life
1125,sd_sent_Freeze_resistance
1126,sd_sent_Freezing_rate
1127,sd_sent_Frequency
1128,sd_sent_Frequency_response
1129,sd_sent_Frostiness
1130,sd_sent_Fun
1131,sd_sent_Fun_facts
1132,sd_sent_Fun_for_all_ages
1133,sd_sent_Fun_for_family
1134,sd_sent_Fun_for_holiday
1135,sd_sent_Fun_for_kids
1136,sd_sent_Fun_game
1137,sd_sent_Fun_gameplay
1138,sd_sent_Fun_games
1139,sd_sent_Fun_stickers
1140,sd_sent_Fun_to_play
1141,sd_sent_Fun_to_use
1142,sd_sent_Fun_to_wear
1143,sd_sent_Fun_touch
1144,sd_sent_Functionality
1145,sd_sent_Gadget_quality
1146,sd_sent_Gain_control
1147,sd_sent_Game_collection
1148,sd_sent_Game_compatibility
1149,sd_sent_Game_condition
1150,sd_sent_Game_content
1151,sd_sent_Game_functionality
1152,sd_sent_Game_included
1153,sd_sent_Game_performance
1154,sd_sent_Game_play
1155,sd_sent_Game_quality
1156,sd_sent_Game_selection
1157,sd_sent_Game_stability
1158,sd_sent_Game_support
1159,sd_sent_Game_system
1160,sd_sent_Game_variety
1161,sd_sent_Gameplay
1162,sd_sent_Gameplay_mechanics
1163,sd_sent_Gaming
1164,sd_sent_Gaming_ability
1165,sd_sent_Gaming_capability
1166,sd_sent_Gaming_console
1167,sd_sent_Gaming_enjoyment
1168,sd_sent_Gaming_experience
1169,sd_sent_Gaming_functionality
1170,sd_sent_Gaming_mouse_quality
1171,sd_sent_Gaming_needs
1172,sd_sent_Gaming_performance
1173,sd_sent_Gaming_purpose
1174,sd_sent_Gaming_quality
1175,sd_sent_Gaming_system
1176,sd_sent_Gaming_use
1177,sd_sent_Gaming_value
1178,sd_sent_Gets_dirty
1179,sd_sent_Ghosting
1180,sd_sent_Gift_card_quality
1181,sd_sent_Gift_for_kids
1182,sd_sent_Gift_value
1183,sd_sent_Giftability
1184,sd_sent_Gigabit_speed
1185,sd_sent_Gimbal_quality
1186,sd_sent_Gimbal_strength
1187,sd_sent_Glare
1188,sd_sent_Glare_control
1189,sd_sent_Glare_level
1190,sd_sent_Glare_protection
1191,sd_sent_Glare_reduction
1192,sd_sent_Glare_resistance
1193,sd_sent_Glasses_quality
1194,sd_sent_Glide
1195,sd_sent_Glitches
1196,sd_sent_Glitchiness
1197,sd_sent_Glitter
1198,sd_sent_Glossiness
1199,sd_sent_Glow
1200,sd_sent_Glow_in_the_dark
1201,sd_sent_Glows
1202,sd_sent_Glows_in_the_dark
1203,sd_sent_Gold_color
1204,sd_sent_Golf_game
1205,sd_sent_Good_for_kids
1206,sd_sent_Gps_functionality
1207,sd_sent_Gps_signal
1208,sd_sent_Graphics_quality
1209,sd_sent_Graphing_ability
1210,sd_sent_Graphing_accuracy
1211,sd_sent_Graphing_capabilities
1212,sd_sent_Graphing_speed
1213,sd_sent_Greeting_card
1214,sd_sent_Grip
1215,sd_sent_Grip_feel
1216,sd_sent_Grip_quality
1217,sd_sent_Grip_strength
1218,sd_sent_Guide_content
1219,sd_sent_Guide_frame
1220,sd_sent_Guitar_quality
1221,sd_sent_Hall_effect
1222,sd_sent_Hand_breakage
1223,sd_sent_Hand_comfort
1224,sd_sent_Hand_free
1225,sd_sent_Hand_grip
1226,sd_sent_Hand_hold
1227,sd_sent_Hand_size
1228,sd_sent_Hand_strap
1229,sd_sent_Hand_straps
1230,sd_sent_Handfree_call_feature
1231,sd_sent_Handfree_strap
1232,sd_sent_Handle_quality
1233,sd_sent_Handle_size
1234,sd_sent_Hang_strength
1235,sd_sent_Hangability
1236,sd_sent_Hard_exterior
1237,sd_sent_Hardware_included
1238,sd_sent_Hdmi_cable
1239,sd_sent_Hdmi_connectivity
1240,sd_sent_Hdmi_cord
1241,sd_sent_Hdmi_port
1242,sd_sent_Hdmi_ports
1243,sd_sent_Head_size
1244,sd_sent_Head_tilt
1245,sd_sent_Headband_pops_off
1246,sd_sent_Headphone_quality
1247,sd_sent_Headset_functionality
1248,sd_sent_Headset_quality
1249,sd_sent_Headset_stand
1250,sd_sent_Health_features
1251,sd_sent_Health_info
1252,sd_sent_Health_monitoring
1253,sd_sent_Health_tracking
1254,sd_sent_Hearing
1255,sd_sent_Hearing_ability
1256,sd_sent_Hearing_aid
1257,sd_sent_Hearing_clarity
1258,sd_sent_Hearing_level
1259,sd_sent_Hearing_protection
1260,sd_sent_Heart_health
1261,sd_sent_Heart_rate
1262,sd_sent_Heart_rate_monitoring
1263,sd_sent_Heart_rate_tracking
1264,sd_sent_Heat_buildup
1265,sd_sent_Heat_generation
1266,sd_sent_Heat_level
1267,sd_sent_Heat_resistance
1268,sd_sent_Heat_retention
1269,sd_sent_Heat_sink
1270,sd_sent_Heat_transfer
1271,sd_sent_Heft
1272,sd_sent_Height
1273,sd_sent_Height_adjustment
1274,sd_sent_Helmet_quality
1275,sd_sent_Hinge_looseness
1276,sd_sent_History
1277,sd_sent_History_content
1278,sd_sent_Hold
1279,sd_sent_Hold_capacity
1280,sd_sent_Hold_size
1281,sd_sent_Hold_strength
1282,sd_sent_Holdability
1283,sd_sent_Holder
1284,sd_sent_Holds_a_lot
1285,sd_sent_Holds_books_well
1286,sd_sent_Holds_controllers
1287,sd_sent_Holds_device_securely
1288,sd_sent_Holds_device_well
1289,sd_sent_Holds_everything
1290,sd_sent_Holds_gear
1291,sd_sent_Holds_items_well
1292,sd_sent_Holds_phone_securely
1293,sd_sent_Holds_phone_well
1294,sd_sent_Holds_position
1295,sd_sent_Holds_securely
1296,sd_sent_Holds_tablet_well
1297,sd_sent_Holds_things_securely
1298,sd_sent_Holds_tv_securely
1299,sd_sent_Holds_watch_securely
1300,sd_sent_Holds_watch_well
1301,sd_sent_Holds_well
1302,sd_sent_Hole_coverage
1303,sd_sent_Horror_content
1304,sd_sent_Hot_swap_capability
1305,sd_sent_Hot_swapping
1306,sd_sent_Humor
1307,sd_sent_Hunting_options
1308,sd_sent_Idea
1309,sd_sent_Ideas
1310,sd_sent_Image_quality
1311,sd_sent_Image_stabilization
1312,sd_sent_Immersion
1313,sd_sent_Impact_resistance
1314,sd_sent_Improves_aim
1315,sd_sent_Inclination
1316,sd_sent_Indicator_lights
1317,sd_sent_Infant_size
1318,sd_sent_Information
1319,sd_sent_Information_content
1320,sd_sent_Information_quality
1321,sd_sent_Information_time
1322,sd_sent_Information_value
1323,sd_sent_Ink_quality
1324,sd_sent_Input_accuracy
1325,sd_sent_Input_capacity
1326,sd_sent_Input_lag
1327,sd_sent_Input_quality
1328,sd_sent_Input_size
1329,sd_sent_Input_speed
1330,sd_sent_Input_variety
1331,sd_sent_Insight
1332,sd_sent_Installation_difficulty
1333,sd_sent_Instruction_book
1334,sd_sent_Instruction_clarity
1335,sd_sent_Instruction_content
1336,sd_sent_Instruction_manual
1337,sd_sent_Instruction_quality
1338,sd_sent_Instructions
1339,sd_sent_Integration
1340,sd_sent_Interface
1341,sd_sent_Internal_storage
1342,sd_sent_Internal_storage_capacity
1343,sd_sent_Internet_connection
1344,sd_sent_Internet_connectivity
1345,sd_sent_Internet_speed
1346,sd_sent_Intuitive_controls
1347,sd_sent_Ipad_compatibility
1348,sd_sent_Joycons_compatibility
1349,sd_sent_Joystick_durability
1350,sd_sent_Joystick_extension
1351,sd_sent_Joystick_functionality
1352,sd_sent_Karaoke_performance
1353,sd_sent_Keeps_console_cool
1354,sd_sent_Keeps_system_cool
1355,sd_sent_Keeps_things_cold
1356,sd_sent_Key_accuracy
1357,sd_sent_Key_action
1358,sd_sent_Key_breakability
1359,sd_sent_Key_cap_crack
1360,sd_sent_Key_durability
1361,sd_sent_Key_functionality
1362,sd_sent_Key_placement
1363,sd_sent_Key_presses
1364,sd_sent_Key_spacing
1365,sd_sent_Key_spamming
1366,sd_sent_Key_stickiness
1367,sd_sent_Keyboard
1368,sd_sent_Keyboard_accuracy
1369,sd_sent_Keyboard_action
1370,sd_sent_Keyboard_actuation
1371,sd_sent_Keyboard_angle
1372,sd_sent_Keyboard_chatter
1373,sd_sent_Keyboard_clickability
1374,sd_sent_Keyboard_color
1375,sd_sent_Keyboard_combo
1376,sd_sent_Keyboard_comfort
1377,sd_sent_Keyboard_compatibility
1378,sd_sent_Keyboard_customization
1379,sd_sent_Keyboard_design
1380,sd_sent_Keyboard_durability
1381,sd_sent_Keyboard_ease
1382,sd_sent_Keyboard_ease_of_use
1383,sd_sent_Keyboard_features
1384,sd_sent_Keyboard_feel
1385,sd_sent_Keyboard_fit
1386,sd_sent_Keyboard_functionality
1387,sd_sent_Keyboard_ghosting
1388,sd_sent_Keyboard_grip
1389,sd_sent_Keyboard_heat_resistance
1390,sd_sent_Keyboard_height
1391,sd_sent_Keyboard_lag
1392,sd_sent_Keyboard_layout
1393,sd_sent_Keyboard_longevity
1394,sd_sent_Keyboard_look
1395,sd_sent_Keyboard_noise
1396,sd_sent_Keyboard_noise_level
1397,sd_sent_Keyboard_options
1398,sd_sent_Keyboard_performance
1399,sd_sent_Keyboard_pressability
1400,sd_sent_Keyboard_profile
1401,sd_sent_Keyboard_programming_options
1402,sd_sent_Keyboard_protection
1403,sd_sent_Keyboard_quality
1404,sd_sent_Keyboard_quiet
1405,sd_sent_Keyboard_quietness
1406,sd_sent_Keyboard_registerability
1407,sd_sent_Keyboard_reliability
1408,sd_sent_Keyboard_responsiveness
1409,sd_sent_Keyboard_rgb
1410,sd_sent_Keyboard_sensitiveness
1411,sd_sent_Keyboard_shape
1412,sd_sent_Keyboard_size
1413,sd_sent_Keyboard_slimness
1414,sd_sent_Keyboard_smoothness
1415,sd_sent_Keyboard_softness
1416,sd_sent_Keyboard_sound
1417,sd_sent_Keyboard_space
1418,sd_sent_Keyboard_speed
1419,sd_sent_Keyboard_split
1420,sd_sent_Keyboard_splitness
1421,sd_sent_Keyboard_stability
1422,sd_sent_Keyboard_stickiness
1423,sd_sent_Keyboard_stiffness
1424,sd_sent_Keyboard_style
1425,sd_sent_Keyboard_support
1426,sd_sent_Keyboard_switches
1427,sd_sent_Keyboard_texture
1428,sd_sent_Keyboard_transparency
1429,sd_sent_Keyboard_type
1430,sd_sent_Keyboard_use
1431,sd_sent_Keyboard_versatility
1432,sd_sent_Keyboard_weight
1433,sd_sent_Keycap_breakability
1434,sd_sent_Keycap_choice
1435,sd_sent_Keycaps
1436,sd_sent_Keyless_entry
1437,sd_sent_Keys_peeling_off
1438,sd_sent_Keys_wear
1439,sd_sent_Keystroke_accuracy
1440,sd_sent_Kick_stand
1441,sd_sent_Kickstand
1442,sd_sent_Kickstand_durability
1443,sd_sent_Kid_friendly
1444,sd_sent_Kidfriendly
1445,sd_sent_Kids
1446,sd_sent_Kids_friendly
1447,sd_sent_Kids_headphones
1448,sd_sent_Kids_safety
1449,sd_sent_Kids_size
1450,sd_sent_Kit_contents
1451,sd_sent_Kitchen_functionality
1452,sd_sent_Kitchen_size
1453,sd_sent_Kitchen_space
1454,sd_sent_Knife_depth
1455,sd_sent_Knob_control
1456,sd_sent_Knob_functionality
1457,sd_sent_Knob_quality
1458,sd_sent_Knobs_accessibility
1459,sd_sent_Knowledge
1460,sd_sent_Knowledge_level
1461,sd_sent_Knowledge_retention
1462,sd_sent_Lag
1463,sd_sent_Lag_reduction
1464,sd_sent_Lag_time
1465,sd_sent_Language
1466,sd_sent_Language_instruction
1467,sd_sent_Language_support
1468,sd_sent_Language_translation
1469,sd_sent_Lanyard
1470,sd_sent_Laptop_portability
1471,sd_sent_Latch
1472,sd_sent_Latch_quality
1473,sd_sent_Latch_strength
1474,sd_sent_Latchability
1475,sd_sent_Latches
1476,sd_sent_Latching_ability
1477,sd_sent_Latency
1478,sd_sent_Lcd_screen
1479,sd_sent_Leakage
1480,sd_sent_Learning_ability
1481,sd_sent_Learning_aid
1482,sd_sent_Learning_curve
1483,sd_sent_Learning_level
1484,sd_sent_Learning_pace
1485,sd_sent_Learning_tool
1486,sd_sent_Learning_value
1487,sd_sent_Leather_content
1488,sd_sent_Leather_material
1489,sd_sent_Leather_quality
1490,sd_sent_Led_functionality
1491,sd_sent_Led_light
1492,sd_sent_Led_lights
1493,sd_sent_Left_trigger_issue
1494,sd_sent_Leg_stability
1495,sd_sent_Leg_tension
1496,sd_sent_Length
1497,sd_sent_Length_adjustment
1498,sd_sent_Lens_accessories
1499,sd_sent_Lens_cap_protection
1500,sd_sent_Lens_capacity
1501,sd_sent_Lens_clarity
1502,sd_sent_Lens_cleaning
1503,sd_sent_Lens_compatibility
1504,sd_sent_Lens_cover
1505,sd_sent_Lens_coverage
1506,sd_sent_Lens_damage
1507,sd_sent_Lens_fit
1508,sd_sent_Lens_functionality
1509,sd_sent_Lens_jamming
1510,sd_sent_Lens_protection
1511,sd_sent_Lens_quality
1512,sd_sent_Lens_size
1513,sd_sent_Letter_durability
1514,sd_sent_Letter_size
1515,sd_sent_Lettering
1516,sd_sent_Level
1517,sd_sent_Level_quality
1518,sd_sent_Leveling
1519,sd_sent_Lid_stability
1520,sd_sent_Lifespan
1521,sd_sent_Lift
1522,sd_sent_Lift_capacity
1523,sd_sent_Light_blockage
1524,sd_sent_Light_blocking
1525,sd_sent_Light_bulb
1526,sd_sent_Light_capability
1527,sd_sent_Light_coverage
1528,sd_sent_Light_diffraction
1529,sd_sent_Light_display
1530,sd_sent_Light_effect
1531,sd_sent_Light_features
1532,sd_sent_Light_intensity
1533,sd_sent_Light_level
1534,sd_sent_Light_life
1535,sd_sent_Light_options
1536,sd_sent_Light_performance
1537,sd_sent_Light_protection
1538,sd_sent_Light_quality
1539,sd_sent_Light_sensitivity
1540,sd_sent_Light_settings
1541,sd_sent_Light_show
1542,sd_sent_Light_source
1543,sd_sent_Light_weight
1544,sd_sent_Lighting
1545,sd_sent_Lighting_customization
1546,sd_sent_Lighting_effect
1547,sd_sent_Lighting_options
1548,sd_sent_Lighting_quality
1549,sd_sent_Lighting_settings
1550,sd_sent_Lightness
1551,sd_sent_Lightweight
1552,sd_sent_Limited_edition
1553,sd_sent_Linearity
1554,sd_sent_Link_length
1555,sd_sent_Link_quality
1556,sd_sent_Link_removal_tool
1557,sd_sent_Lip_droop
1558,sd_sent_Liquid_content
1559,sd_sent_Listening_ability
1560,sd_sent_Load_time
1561,sd_sent_Loading_speed
1562,sd_sent_Location
1563,sd_sent_Location_accuracy
1564,sd_sent_Location_monitoring
1565,sd_sent_Lock_feature
1566,sd_sent_Lock_features
1567,sd_sent_Lock_quality
1568,sd_sent_Lock_strength
1569,sd_sent_Lockability
1570,sd_sent_Lockout_feature
1571,sd_sent_Logo_fading
1572,sd_sent_Long_life
1573,sd_sent_Longevity
1574,sd_sent_Look
1575,sd_sent_Looks
1576,sd_sent_Looks_cool
1577,sd_sent_Looks_cute
1578,sd_sent_Looks_good
1579,sd_sent_Looks_great
1580,sd_sent_Looks_new
1581,sd_sent_Looks_nice
1582,sd_sent_Looseness
1583,sd_sent_Loss_prevention
1584,sd_sent_Loss_status
1585,sd_sent_Loudness
1586,sd_sent_Loupe_quality
1587,sd_sent_Low_latency
1588,sd_sent_Low_light_capability
1589,sd_sent_Lube_quality
1590,sd_sent_Lubrication
1591,sd_sent_Macro_mode
1592,sd_sent_Magnet_clasp
1593,sd_sent_Magnet_closure
1594,sd_sent_Magnet_hold
1595,sd_sent_Magnet_placement
1596,sd_sent_Magnet_quality
1597,sd_sent_Magnet_retention
1598,sd_sent_Magnet_safety
1599,sd_sent_Magnet_stick
1600,sd_sent_Magnet_strength
1601,sd_sent_Magnetic_clasp
1602,sd_sent_Magnetic_closure
1603,sd_sent_Magnetic_connector
1604,sd_sent_Magnetic_feature
1605,sd_sent_Magnetic_hold
1606,sd_sent_Magnetic_properties
1607,sd_sent_Magnetic_strength
1608,sd_sent_Magnetization
1609,sd_sent_Magnets
1610,sd_sent_Magnification
1611,sd_sent_Magsafe
1612,sd_sent_Maneuverability
1613,sd_sent_Manual
1614,sd_sent_Manual_control
1615,sd_sent_Manual_controls
1616,sd_sent_Manual_quality
1617,sd_sent_Manual_settings
1618,sd_sent_Map_quality
1619,sd_sent_Match
1620,sd_sent_Matchability
1621,sd_sent_Material_comfort
1622,sd_sent_Material_construction
1623,sd_sent_Material_durability
1624,sd_sent_Material_feel
1625,sd_sent_Material_quality
1626,sd_sent_Material_smoothness
1627,sd_sent_Material_softness
1628,sd_sent_Material_tear
1629,sd_sent_Material_texture
1630,sd_sent_Material_thickness
1631,sd_sent_Math_ability
1632,sd_sent_Math_accuracy
1633,sd_sent_Math_content
1634,sd_sent_Math_needs
1635,sd_sent_Matte_box
1636,sd_sent_Matte_finish
1637,sd_sent_Mechanical_feel
1638,sd_sent_Mechanical_quality
1639,sd_sent_Mechanics
1640,sd_sent_Media_control
1641,sd_sent_Media_controls
1642,sd_sent_Megapixels
1643,sd_sent_Memory_capacity
1644,sd_sent_Memory_card
1645,sd_sent_Memory_card_functionality
1646,sd_sent_Memory_card_slot
1647,sd_sent_Memory_quality
1648,sd_sent_Menu_design
1649,sd_sent_Menu_ease
1650,sd_sent_Menu_features
1651,sd_sent_Menu_flexibility
1652,sd_sent_Menu_functionality
1653,sd_sent_Menu_navigation
1654,sd_sent_Menu_options
1655,sd_sent_Menu_system
1656,sd_sent_Mesh_system
1657,sd_sent_Metal_band
1658,sd_sent_Metal_body
1659,sd_sent_Metal_color
1660,sd_sent_Metal_construction
1661,sd_sent_Metal_finish
1662,sd_sent_Metal_material
1663,sd_sent_Metal_quality
1664,sd_sent_Mic_design
1665,sd_sent_Mic_detachability
1666,sd_sent_Mic_functionality
1667,sd_sent_Mic_placement
1668,sd_sent_Mic_quality
1669,sd_sent_Microfiber_cloth
1670,sd_sent_Microphone
1671,sd_sent_Microphone_automute
1672,sd_sent_Microphone_capability
1673,sd_sent_Microphone_clarity
1674,sd_sent_Microphone_design
1675,sd_sent_Microphone_durability
1676,sd_sent_Microphone_functionality
1677,sd_sent_Microphone_performance
1678,sd_sent_Microphone_quality
1679,sd_sent_Microphones
1680,sd_sent_Mindfulness
1681,sd_sent_Mirror_quality
1682,sd_sent_Missing_parts
1683,sd_sent_Mobility
1684,sd_sent_Molded_corners
1685,sd_sent_Monitor_quality
1686,sd_sent_Monitor_size
1687,sd_sent_Monitoring_capability
1688,sd_sent_Motion_accuracy
1689,sd_sent_Motion_control
1690,sd_sent_Motion_detection
1691,sd_sent_Motion_quality
1692,sd_sent_Motion_range
1693,sd_sent_Motion_stability
1694,sd_sent_Motion_tracking
1695,sd_sent_Motor
1696,sd_sent_Mount
1697,sd_sent_Mount_fit
1698,sd_sent_Mount_hardware
1699,sd_sent_Mount_points
1700,sd_sent_Mount_quality
1701,sd_sent_Mount_security
1702,sd_sent_Mount_sturdiness
1703,sd_sent_Mount_type
1704,sd_sent_Mountability
1705,sd_sent_Mounting_options
1706,sd_sent_Mouse_click_functionality
1707,sd_sent_Mouse_functionality
1708,sd_sent_Mouse_included
1709,sd_sent_Mouse_lag
1710,sd_sent_Mouse_longevity
1711,sd_sent_Mouse_motion
1712,sd_sent_Mouse_quality
1713,sd_sent_Mouse_reliability
1714,sd_sent_Mouse_responsiveness
1715,sd_sent_Mouse_size
1716,sd_sent_Mouse_speed
1717,sd_sent_Mouse_wheel_durability
1718,sd_sent_Mouse_wheel_lifespan
1719,sd_sent_Movement
1720,sd_sent_Movement_ability
1721,sd_sent_Movement_accuracy
1722,sd_sent_Movement_rate
1723,sd_sent_Movie_content
1724,sd_sent_Movie_experience
1725,sd_sent_Movie_quality
1726,sd_sent_Movie_viewing
1727,sd_sent_Mowing_ability
1728,sd_sent_Multiplayer
1729,sd_sent_Music_listening
1730,sd_sent_Music_mode
1731,sd_sent_Music_playback
1732,sd_sent_Music_quality
1733,sd_sent_Music_streaming
1734,sd_sent_Mute_button_functionality
1735,sd_sent_Narrative_depth
1736,sd_sent_Neck_strain
1737,sd_sent_Neck_support
1738,sd_sent_Night_vision
1739,sd_sent_Noise_blocking
1740,sd_sent_Noise_cancellation
1741,sd_sent_Noise_cancellation_capability
1742,sd_sent_Noise_cancelling
1743,sd_sent_Noise_isolation
1744,sd_sent_Noise_level
1745,sd_sent_Noise_protection
1746,sd_sent_Noise_reduction
1747,sd_sent_Nostalgia
1748,sd_sent_Note_taking
1749,sd_sent_Notetaking
1750,sd_sent_Notification_capability
1751,sd_sent_Notifications
1752,sd_sent_Nutrition_information
1753,sd_sent_Orings
1754,sd_sent_Office_use
1755,sd_sent_Offline_capability
1756,sd_sent_Oled_content
1757,sd_sent_Online_play
1758,sd_sent_Open_back_design
1759,sd_sent_Open_world
1760,sd_sent_Optical_zoom
1761,sd_sent_Optics
1762,sd_sent_Options
1763,sd_sent_Organization
1764,sd_sent_Outdoor_tv
1765,sd_sent_Outdoor_use
1766,sd_sent_Outdoor_viewing
1767,sd_sent_Overheating
1768,sd_sent_Pace
1769,sd_sent_Pacing
1770,sd_sent_Pad_fall_off
1771,sd_sent_Pad_quality
1772,sd_sent_Padded
1773,sd_sent_Padded_interior
1774,sd_sent_Padded_quality
1775,sd_sent_Paddedness
1776,sd_sent_Padding
1777,sd_sent_Page_control
1778,sd_sent_Page_freezing
1779,sd_sent_Page_quality
1780,sd_sent_Page_scrolling
1781,sd_sent_Page_turn
1782,sd_sent_Page_turn_ability
1783,sd_sent_Page_turn_buttons
1784,sd_sent_Page_turn_capability
1785,sd_sent_Page_turnability
1786,sd_sent_Page_turner
1787,sd_sent_Page_turner_quality
1788,sd_sent_Page_turning_capability
1789,sd_sent_Pain_relief
1790,sd_sent_Paint_resistance
1791,sd_sent_Paint_wear
1792,sd_sent_Pairing_ability
1793,sd_sent_Pairing_ease
1794,sd_sent_Pairing_issues
1795,sd_sent_Panoramic_feature
1796,sd_sent_Panoramic_mode
1797,sd_sent_Paper_color
1798,sd_sent_Paper_feed
1799,sd_sent_Paper_jam
1800,sd_sent_Paper_loading
1801,sd_sent_Paper_quality
1802,sd_sent_Paper_roll_addition
1803,sd_sent_Paper_thickness
